rider_id,first_completed_trip,lifetime_trips,first_trip_city_id,lifetime_payments
e5c1-9327,9/4/09,398,1024,3103.24
1916-93ff,2/23/08,252,1020,2192.85897617801
3576-0e36,5/29/10,244,1708,1806.69066971251
c5f8-b51c,3/27/08,105,1032,1291.736
22f5-46bc,2/7/08,252,1032,5614.344
48b9-c473,9/12/10,748,1032,4426.384
668e-2085,4/29/12,7,1032,74.48
916a-6352,8/4/08,108,1032,1231.496
96c1-7400,1/7/09,291,1024,2603.84
bb08-b9f6,2/21/10,243,1032,2237.99096464358
bcad-c9c7,9/13/08,187,1032,1924.008
e5e9-2bbd,3/29/10,254,1032,1581.088
110f-4af1,7/5/09,353,1032,3011.896
4c7e-2d06,7/17/09,153,1012,2466.98422560683
62df-4ca1,8/6/09,83,1032,1352.96
8067-8bd1,7/10/10,188,1032,2197.30171763281
8143-afb2,7/18/11,77,1032,606.528
cd77-154d,9/17/09,292,1032,2454.14834135495
fb00-8f76,4/2/12,33,1032,371.976
1455-017d,3/28/09,62,1032,630.984
2033-79f4,5/26/11,18,3354,89.1152342466237
20b7-bf69,5/18/11,7,1596,152.048
3e93-7993,3/1/09,115,1032,1051.136
a05b-a0eb,8/2/09,355,1032,4477.504
a068-6555,6/28/10,481,1032,15764.68
d2a5-cb0b,12/29/11,11,1108,111.956007123575
8206-b7a1,10/18/10,78,1032,812.448
a0a2-d76e,10/23/10,6,1830,32.064
b653-d32c,4/12/08,624,1032,5749.9196993362
31fb-897d,10/15/11,17,1032,80.88631462943
5c9c-e8e1,9/10/07,2255,1032,19116.296
762b-40c2,6/5/10,186,1032,1941.032
9a15-91cc,12/4/09,289,1032,3955.928
3019-86f2,12/26/09,45,1020,822.88
5532-bc6c,1/22/10,1235,1032,8531.056
6b44-d18f,10/18/08,222,1032,2814.496
91dc-f3b3,5/31/08,114,1032,1221.048
d971-ff25,6/1/09,641,1032,10043.6611192729
30be-b4b3,10/17/08,1435,1032,14327.664
5a1d-f0fe,11/21/09,139,1032,1110.2
6448-b6b0,4/11/12,3,1032,47.784
91c1-7d7a,9/7/09,400,1032,4123.97441188147
9491-3eba,6/29/11,14,1066,142.296
951a-8620,1/11/10,84,1042,838.816
9fb6-c212,8/16/11,32,1032,240.112
ad8a-defd,8/7/08,1130,1020,19404.192
c2c3-8d2e,8/28/11,141,1032,1343.64
089b-184e,6/30/09,222,1078,1417.696
1fa6-1135,9/1/09,474,1032,2806.568
20f1-3914,2/22/09,300,1032,3097.712
3ac7-cdf1,11/22/09,35,1032,311.704
3efd-1f4a,10/22/10,28,1016,281.048
4064-8bf4,12/16/08,225,1032,2124.25260444871
8177-3f5d,2/22/09,226,1032,2084.07055360456
bdca-e8d5,4/18/09,198,1032,3025.64715620906
f9e1-715c,2/11/12,14,1032,146.664
7a23-e8c2,12/2/08,335,1032,2470.6
b8bc-184b,4/1/10,161,1032,1516.136
cd5d-f9d3,7/3/08,131,1032,1133.696
0d9e-04fa,3/18/08,322,1032,3076.072
1475-d14d,1/28/12,17,1032,258.672
4646-864c,5/4/12,1,1032,13.872
76e9-649c,10/3/08,528,1032,7021.12
a3e0-f029,6/30/11,31,1028,238.232
0b13-9f0e,10/25/08,60,1032,592.688
1b2f-aa20,9/4/09,656,1032,5208.456
3ff0-b53a,11/12/09,59,1708,748.142099447514
67f5-bc78,7/25/10,76,1268,597.212451091834
7fb4-a6a8,11/6/10,34,1138,275.456
a4a3-df98,12/12/11,32,1058,365.057779163824
a594-c8ad,9/6/11,75,1032,573.536
c32d-d31f,6/5/10,294,1032,2566.5099798932
e076-ec7b,4/3/10,134,1032,1178.89148118246
ffc4-d55d,2/1/11,390,1024,3001.568
2229-aefe,7/25/08,1016,1032,8307.504
2e0b-e07a,3/4/12,9,1032,170.488
35e9-2edf,4/1/09,535,1032,5013.38455670602
3b59-afcb,12/13/08,257,1032,1887.75784308615
3bc4-29d5,4/14/12,12,1032,100.136
4516-4875,5/29/10,192,1032,1552.768
4d55-5d50,7/18/11,168,1032,1096.82888617178
4e0a-fee6,9/12/09,359,1674,3618.80696
73c9-e9a5,11/4/11,22,1032,137.552
7f7f-14af,3/18/06,430,1004,7801.712
bcf8-7155,3/9/10,101,1004,1067.12356112698
ca5d-5af9,10/18/10,37,1020,677.64
d0f8-c79a,1/3/09,45,1032,353.477945422134
e58d-fcd7,10/8/11,14,1032,165.176
fda3-87be,8/23/09,373,1032,2634.352
1ada-be08,5/17/10,84,1032,1048.048
bca5-8d11,12/24/11,48,1032,462.896
ea68-8d27,9/3/11,481,1032,4513.864
6643-0154,9/28/10,112,1032,637.952
6d5b-4070,11/18/10,55,1158,515.64
8f8a-ce7f,7/9/10,219,1032,1987.784
f847-7bcb,1/8/11,10,1094,100.544
f8e3-d5aa,9/22/11,112,1004,873.452294216838
62f7-f71c,3/23/11,167,1032,1084.18348818079
6c1d-7ae5,8/16/10,80,1032,517.632
8552-24e7,9/4/09,646,1024,6223.392
903f-30ab,6/23/10,266,1032,1799.768
98e1-ec09,2/7/10,43,1822,348.768
a726-fb4f,7/25/09,749,1032,9468.02864312903
efdb-09c5,3/22/09,433,1032,3069.824
f48a-8382,7/28/08,305,1020,3129.80871875851
6840-5f57,10/16/09,201,1032,4032.74432187445
99f2-d79a,7/29/07,3343,1032,40395.2447954891
aa1c-1958,11/6/11,57,1032,517.648
c2fa-daec,12/4/11,25,1432,192.560916378239
cdf4-96f7,8/29/10,76,1032,698.544
d959-2f19,7/18/09,199,1032,1859.688
0ba5-7b26,8/14/08,79,1020,2362.34964615017
0ce7-d67c,4/1/10,745,1032,6704.128
0f85-da96,2/2/09,436,1032,7356.152
12eb-0934,1/21/11,207,1032,1996.336
4fe3-33f4,8/8/11,157,1032,1543.952
6588-ebdf,10/9/08,941,1032,8846.5256384
7016-973b,2/9/11,184,1032,2611.048
76a1-a455,10/31/09,87,1814,721.32
7c97-9219,10/14/11,39,1032,317.832
8d9d-a569,9/11/09,103,1032,989.728
9c1f-0835,3/3/12,11,1834,88.704
ac89-24c3,11/16/10,222,1032,1902.32806065013
cf88-9225,3/27/07,403,1032,4580.616
57ff-53cc,8/21/07,117,1048,2854.848
5866-cec8,2/26/11,125,1032,748.32
6690-2cf2,9/26/09,296,1032,2812.48
71c4-fe0f,4/25/09,300,1112,3047.05477341582
8459-4b56,2/19/11,99,1004,975.166025280167
9405-22af,6/20/10,174,1032,2032.648
9a19-8d04,7/6/11,10,1040,101.92
beb4-1efc,8/20/09,647,1684,7771.02154975344
c43c-1a42,4/30/12,11,1020,118.12
c546-a3c9,9/20/08,167,1032,1727.096
d2db-a03b,9/12/09,350,1032,3380.35167337018
f97b-1454,4/20/12,3,1032,23.944
29c9-72b4,7/18/09,75,1032,1543.192
451e-d032,1/8/11,112,1032,947.168
6dcc-9d79,1/18/10,761,1032,8026.392
a194-466c,2/19/09,625,1604,1626.18985179967
d45b-8463,10/30/09,300,1032,2409.784
e92d-5bf2,11/7/10,124,1574,1122.472
ed15-ac00,12/15/11,42,1032,406.848
f402-0c5b,2/6/10,165,1750,1771.872
0902-4a6c,4/7/10,324,1042,2487.84984157746
0ccc-155c,6/26/11,54,1020,417.8
15cf-0cfc,2/28/07,1169,1032,8413.888
1d34-a993,8/21/08,311,1032,2548.424
2eba-1206,5/3/09,653,1004,6060.36
60eb-75ae,11/18/09,168,1048,1337.62543597968
67c9-623b,9/14/08,385,1032,3593.528
6e18-d8d7,9/6/09,297,1032,2272.47849313038
a20f-6ea4,4/12/11,39,2120,324.952
2629-b756,2/5/12,6,1024,66.024
2f63-76f8,1/2/12,64,1032,563.584
7865-b4b4,6/19/10,79,1020,754.488
9a70-3a2a,1/18/12,18,1032,135.032
9e84-119e,9/18/10,722,1028,6012.056
9ff6-4fa1,9/5/10,78,1032,903.723682913849
bc3b-aae8,10/22/11,39,5242,321.68
c04c-017f,8/16/09,91,1112,1717.064
f17c-94f6,9/8/08,926,1032,9642.232
fb6f-3580,5/7/09,369,1058,5501.24024568074
03b2-0dc0,7/30/10,221,1048,2707.848
4163-3d8d,11/7/08,242,1020,2044.552
448c-fb2f,10/26/08,126,1066,1899.32
4ac8-0d5a,8/30/09,262,1078,2276.46135167354
77f4-0fbd,9/12/11,50,1032,526.44
7fe1-8428,5/12/11,22,1808,155.738325613677
8c58-bdd4,3/31/12,19,1032,128.528
fd22-e822,7/15/10,329,2876,2417.3283822734
0efa-b56e,11/3/07,313,1032,2582.792
526d-0821,7/25/09,277,1032,2047.30184663085
5274-f481,3/30/08,217,1032,2219.552
aeea-555c,6/29/11,271,1134,1532.25308984338
b9f3-1a37,9/8/09,335,1032,3316.1912970215
ccc4-d145,10/1/07,622,1032,6071.288
69ab-9dca,12/20/07,82,1032,1184.672
7b81-8952,1/8/09,474,1028,3813.568
da37-a709,7/26/09,137,1032,1100.52
121a-cece,7/22/09,215,1024,1706.528
14e8-f3c1,4/3/10,47,1016,449.848
2295-975c,11/6/09,189,1032,1524.984
6093-b771,10/30/10,36,1024,577.792
7e3d-9e0a,2/15/12,16,1032,118.016
def4-640a,2/28/08,209,1032,1833.496
e950-10d8,10/12/08,964,1032,8313.49929707327
1dc0-4ed7,8/6/10,360,1032,5944.416
1e8e-1fdb,11/13/10,25,1028,270.656
8802-a956,2/14/10,192,1032,1556.848
8912-af6d,9/13/11,116,1032,1210.376
a71c-99d7,11/27/11,66,1410,854.296
f5a7-2d45,10/14/07,933,1032,9036.96
ac74-663d,6/11/10,82,1058,658.659538332669
c00f-0e23,7/1/11,10,1032,61.76
c972-201f,10/26/08,168,1032,1482.752
d8f6-8734,6/13/07,607,1032,12770.432
1c33-f4ed,3/5/10,95,1032,826.672
3dd0-68a2,1/13/12,95,1032,1062.2
b272-75b9,12/2/09,232,1032,1983.888
c3ad-5ff4,11/26/11,26,1032,267.888
d615-661d,7/4/10,51,1032,519.336
eca8-fe7d,2/7/09,48,1032,581.93444785529
13f0-e1e0,12/23/06,2500,1032,26008.64
356c-7ef6,1/26/10,15,1020,184.088
7069-1645,11/30/08,261,1032,2828.08
97e1-8b7c,6/4/10,94,1066,681.6
a971-9612,11/2/09,415,1032,4955.504
d25a-493c,6/12/07,842,1032,8907.496
dfab-1767,2/15/09,101,1032,970.792
fc94-3a83,1/31/09,153,1032,1098.112
1523-3c96,10/18/07,286,1082,2744.53231491936
1c0b-1952,5/4/12,6,1032,34.16
20c4-8de0,2/3/08,58,1028,1149.584
4079-e94b,1/24/11,358,1032,2424.976
ab1a-9d59,1/22/11,101,1032,813.96
420c-1ab6,4/20/12,5,1032,33.464
6240-22b7,7/12/08,279,1032,2524.60544075077
8393-905a,8/17/08,112,1090,960.432
a42e-34ad,3/22/09,125,1032,1676.6
a8b5-ceae,5/23/11,128,1032,965.072
ed42-a86b,8/8/08,344,1032,3401.208
f0d7-24cd,6/11/09,564,1084,5268.008
1fa0-793f,9/10/11,54,1048,571.616
4c09-3c21,1/9/10,299,1028,2718.25164467851
716b-7e57,11/13/10,33,1028,277.848
b020-5d48,12/29/10,170,1020,1710.368
c0a5-740e,8/11/08,454,1032,4444.016
d9dc-d1ae,8/28/11,13,1032,106.368
015c-4a4c,3/14/09,284,1020,2954.272
3ec2-8b86,4/1/12,9,1032,61.408
83bd-a937,10/19/09,881,1012,8043.9150722201
9540-9e39,2/11/09,1145,1048,25770.536
9768-5ba5,4/17/10,50,1596,460.552
b7eb-f25e,9/6/08,533,1032,5250.71718144111
bfee-8147,9/27/09,164,1028,2531.408
d39f-b80d,6/13/10,555,1410,5148.616
5cc0-bd48,7/25/09,425,1032,4208.832
7b73-260b,1/6/95,1,1000,16.304
7e96-dc02,5/12/10,37,1032,1213.144
c5f0-736d,1/5/09,261,1032,3296.048
0ffb-f8c6,8/17/07,149,1032,3862.84
28a9-4d6b,3/4/09,263,1020,3897.90651660597
2b24-933c,7/16/08,861,1276,9327.636713594
4aff-a280,9/21/11,186,1032,1657.152
6937-6f35,5/1/10,758,1032,7109.296
9f4d-f95c,6/19/10,346,1032,2178.8
948c-da41,8/15/08,465,1032,3734.82641939738
f5e3-ccf9,12/23/07,35,1032,825.896
20c8-c99e,9/19/09,254,1048,3075.90079654404
31d0-bc75,12/11/09,202,1004,4098.09354486069
4cdc-b7a1,11/16/11,200,1032,1418.112
9b48-ba5e,1/30/12,28,1032,189.744
bbcc-0848,3/9/10,288,1684,1990.936
ce31-fb5c,12/6/08,256,1020,3070.38716583391
d6c9-9ef4,4/10/10,645,1032,4954.856
30f5-027f,2/10/10,211,1032,1281.73694699929
5955-d8d7,1/12/12,41,1032,352.488
a7f4-cbd7,10/23/10,121,1032,1027.17749083484
b58f-40c3,10/20/11,63,1032,584.416
b688-eee8,7/10/09,270,1032,2182.6
dfd6-55dd,8/2/09,22,1410,303.072
0d9c-fa5e,9/9/10,191,1032,1622.92082431578
4652-f049,7/6/08,290,1032,2725.504
72b9-0101,11/7/10,11,1028,107.448
7c92-d7ac,10/29/08,187,1032,2323.67961152671
8440-302a,8/29/11,42,1032,332.08
95c7-e317,6/17/06,574,1004,11150.3383406573
aaac-9a83,4/16/10,293,1032,2961.21514554125
ae2b-659e,8/1/09,41,1020,632.416
cee0-3388,7/11/09,334,1028,2724.808
d7d3-3ea4,11/4/11,151,1032,1114.68
1bdf-38d1,8/20/10,30,1032,307.28
69fa-0879,7/30/11,11,1020,111.384
6d80-5ecc,4/4/10,125,1096,2210.47653874577
c63c-1297,10/18/09,103,1890,573.362042243651
cbc4-d34c,2/20/12,34,1032,315.144
dcf5-26bf,12/20/08,289,1040,2808.35670896893
1810-8c0c,7/12/11,418,1032,2401.96
5415-67f7,8/20/11,37,1086,2238.008
550e-120f,1/26/10,254,1032,2200.76
5d47-f916,11/12/11,5,1032,26.272
7dc3-4097,6/26/10,326,1024,3220.36619629908
9d0e-0b7e,8/28/09,416,1032,3413.832
be53-57e2,2/5/08,369,1032,3383.83414323607
c2db-931b,4/23/11,40,1032,274.2
0769-7f89,11/29/11,212,1032,2416.336
1601-fac6,9/28/11,137,1032,1013.552
1bcc-7621,2/15/11,6,1078,51.736
4f73-da4d,7/31/10,49,1032,375.992
7188-40be,12/5/10,257,1032,2337.712
8367-4830,9/13/11,36,1032,318.136
d1c8-45f6,11/6/10,120,1032,1213.50592857801
3f95-8127,11/1/11,52,1032,375.32
6aa2-f0ff,1/30/12,104,1032,1322.56
792d-85be,1/24/10,76,1032,910.76
b6a1-32b8,12/4/09,257,1032,1615.864
b779-2858,6/6/10,114,1048,939.224
2215-7947,12/20/08,70,1032,661.208
6b82-0145,9/5/08,668,1032,7421.74327551697
9a1f-8862,8/9/09,100,1032,836.96
c896-60f8,6/14/09,316,1032,3244.12
00b3-2836,10/23/11,50,1032,560.04
04d4-a66c,11/29/09,269,1418,2241.184
98c4-fb34,5/5/12,1,1032,16.968
a3cb-a57d,4/24/09,88,1414,717.496626899099
5485-ccef,8/27/09,221,1032,1894.784
6523-4d76,3/13/10,246,1032,4762.88
8b21-ff52,2/2/11,79,1086,1322.384
964c-4416,5/4/12,8,1032,68.736
d3d4-a76b,9/6/09,250,1032,2264.848
db1f-4ecc,2/27/10,41,1032,479.32
1971-801d,6/9/11,105,1032,614.648
3f8b-675d,5/23/09,407,1032,2812.096
511e-f38b,3/20/08,3,1032,40.456
524e-e69c,8/31/09,185,1032,2328.896
6ea2-3fb4,2/27/11,359,1032,6753.712
9ed4-989a,10/18/08,303,1086,6023.808
b0f5-e5cc,10/13/11,6,1410,122.864
c0c2-26fb,10/20/09,83,1032,1409.712
2959-5cac,4/6/08,169,1032,1161.744
6566-4c65,3/28/11,182,1020,2331.024
7a7e-7b4a,7/14/07,43,1024,685.744
fdcb-525b,1/10/09,956,1032,10030.88
1fc6-53fd,8/9/08,232,1040,2194.992
3667-3c20,9/27/09,213,1032,2683.872
6a8d-0682,1/2/10,547,1042,9462.56397222651
78dc-c0ad,11/26/11,166,1032,1008.624
b2b3-ad75,3/14/09,114,1032,1440.504
e69f-850e,5/29/10,65,1066,602.916062445119
562c-79bc,7/4/10,34,1032,356.616
5b29-712b,6/18/10,50,1020,300.304
c032-c4c1,1/9/09,647,1032,4675.24
cf89-e361,8/23/10,132,1032,782.264
e1ab-7c02,2/19/10,199,1708,2067.256
2997-1d24,11/8/09,17,1020,291.219596466842
2d3f-ef64,9/24/11,33,1032,240.16
4266-2f90,6/13/09,401,1032,3370.192
5673-2808,8/23/11,70,1032,804.176
b578-8ad4,3/15/09,253,1086,2407.976
b7d3-4e8d,7/15/09,241,1012,2756.95744712158
d7d1-5ed6,1/4/10,29,1020,406.656
dae1-8558,3/28/08,576,1032,6103.512
0dae-b46b,9/5/10,48,1666,400.144
1d1c-1c5e,4/14/11,24,1636,198.568
917f-376b,1/18/09,122,1032,1507.184
bc24-fccb,3/18/07,461,1032,4882.32
0b04-8ec9,12/1/10,157,1032,1122.824
1f80-1d93,5/16/11,14,1048,139.68
69e5-c6df,6/12/09,189,1032,1951.376
866a-2c24,6/21/09,117,1004,1258.04
de03-6542,8/30/09,470,1032,3873.368
503e-bde4,4/4/11,219,1024,2015.112
914f-dbcb,4/4/09,1539,1032,11337.696
94fa-7d98,11/27/09,585,1032,6018.552
a578-5c12,9/29/11,67,1032,701.776
b087-f9fb,9/12/08,398,1032,3330.096
bd23-6d75,9/15/09,693,1814,4424.69757033647
282b-0fa1,3/12/12,6,1032,39.128
3ebc-f53c,4/8/10,98,1020,1655.688
48f2-4a71,4/4/09,219,1032,2736.408
6c20-4f3b,9/7/08,209,1032,2160.368
71b3-a962,2/6/08,950,1032,11377.8645048637
76b0-89a6,5/16/10,232,2040,2485.3469160571
99f4-72cc,7/4/09,300,1020,3911.576
afbb-a072,12/20/08,372,1032,3657.36546226631
bb79-ee2d,11/11/09,134,1032,1482.696
409d-ada2,8/9/09,52,1410,628.768
48bc-def5,11/19/11,71,1032,827.432
4dd7-3296,7/24/10,452,1636,3745.272
9a00-db55,1/13/12,88,1032,912.96
d43c-c363,9/20/09,83,1028,767.456
fa37-5b01,9/10/11,73,1032,386.392
2edd-7a9f,7/8/10,173,1032,1315.768
6d17-244a,11/14/10,402,1032,3474.632
ae2e-276f,8/6/11,345,1712,2796.168
c3db-3a42,4/20/08,337,1032,3757.64
164f-3c3f,12/16/11,31,1032,188.48
2d16-be34,8/9/08,572,1004,8732.82649301273
332a-8c42,11/15/09,71,1636,1098.704
398d-1e19,10/9/11,14,1032,231.064
5736-c056,12/14/08,402,1032,3407.248
8a1b-9602,7/12/09,65,1032,578.512
01c4-e66d,11/14/09,394,1032,9729.608
2463-cc0a,12/13/08,102,1032,1231.91372365422
258f-fb0b,5/24/09,31,1032,237.840395437262
554f-a9e1,8/16/08,48,1004,653.24
5807-edd7,8/8/10,76,1032,522.784
6c7a-0d12,8/15/11,59,1032,649.36
74f7-312e,10/12/08,588,1032,6862.664
8b49-4672,5/3/09,154,1020,2640.696
8bd5-2cd1,4/17/08,303,1024,3146.24
c21e-2bbd,5/8/10,73,1032,631.424
d70c-6dfa,1/26/08,377,1032,3411.52
f91b-9628,11/16/10,77,1032,874.448
411c-883c,2/1/09,264,1032,2640.592
4a68-cc79,1/21/09,217,1032,2811.8934275694
844b-080b,2/26/10,621,1032,4922.616
9110-fce2,11/9/11,13,1024,431.208
ab48-40ac,10/2/11,166,1032,1802.488
b97f-821c,11/2/11,53,1032,628.536
c332-6284,7/22/09,582,1032,4642.232
c6b5-4f1e,5/5/12,3,1032,18.984
f265-c633,4/25/12,8,1032,57.2
32c9-afb7,9/12/09,532,1158,7257.456
3a89-29ff,2/21/09,257,1032,2561.17026048515
53b0-95e5,10/10/10,31,1032,344.288
6bd3-b3cb,6/27/10,155,1032,1913.824
72aa-7651,8/6/11,143,1032,1104.16834140883
de27-61fe,4/2/09,588,1032,4763.97320557576
e121-a8a5,4/15/12,19,1032,327.232
ebea-6e76,5/2/11,442,1032,3373.392
fd4f-1e59,2/23/12,9,1814,131.48
fd56-0973,3/24/12,22,1032,150.432
0455-8de3,8/27/08,114,1024,4536.63486932782
108a-9f5a,6/28/08,373,1032,3390.368
7a53-9714,2/9/08,230,1032,3023.016
e1d1-443d,1/7/09,294,1020,3470.608
efa8-0054,7/19/09,381,1032,2915.67603747781
f13b-9774,3/11/11,33,1042,309.373316071351
f518-3190,11/21/08,237,1078,3748.128
2012-88b0,5/6/09,316,1032,3371.96282924644
2b15-1cd1,3/26/12,71,5034,482.144
613f-c89f,4/13/08,425,1020,4608.232
6db1-6ea8,3/18/09,902,1032,6330.152
9a8d-7008,3/1/09,183,1028,1379.768
c6b5-83b0,4/9/09,46,1048,1139.8201149456
e6d4-85a3,7/17/10,4,1042,45.248
8137-d3fc,2/14/11,59,1032,1485.416
85b0-af65,10/7/09,225,1020,3554.584
a22f-01bb,8/7/09,90,1070,786.76
b096-533d,4/10/11,54,1684,396.136
c29e-70fe,3/30/09,78,1070,919.28
ff06-43bf,1/25/09,397,1032,4787.936
22db-bef5,7/2/11,321,1032,2254.52610284639
3939-ffef,6/27/09,392,1032,3102.736
4218-19a6,2/17/10,50,1004,519.056
55c0-4e7e,9/28/10,421,1032,3326.504
61f0-74ec,1/31/12,52,1032,388.224
72fa-7a1f,11/6/10,47,1784,803.496
812a-7746,4/3/09,69,1092,913.04
86ce-5b86,11/7/09,60,1032,613.345760580714
fc45-2af3,3/3/10,305,1032,4823.12
37d5-b7d9,7/4/09,807,1032,8974.25654907588
6bac-2bbd,10/17/10,141,1032,1543.688
803a-95fc,11/7/10,44,1032,254.36
97d2-b486,3/27/10,347,2306,2433.50001023245
aa7a-5a43,11/27/10,54,1032,482.576
eefa-22e9,9/20/11,9,1032,77.648
ff79-1995,8/11/07,299,1032,4636.224
ffaa-2cc3,6/12/11,6,1004,47.92
13b5-070e,2/7/12,38,1032,343.6
2fcb-e863,2/1/12,17,1684,124.384
d2bb-74f1,2/23/10,57,1042,802.312
65b1-f2bb,8/7/09,111,1032,1137.44
7244-8c7b,11/9/08,98,1066,742.214893266308
8b14-a454,5/3/09,723,1020,5320.96
9321-d1ff,11/11/10,81,1032,930.808
9ec9-5f34,4/22/12,7,1032,47.88
ac5f-6b14,3/8/08,255,1032,2896.24082048038
c9cf-941e,10/4/09,15,1024,368.968
f268-73c4,5/10/10,130,1032,1380.712
3eb4-40b8,5/10/09,469,1032,3601.77542849199
52bc-c723,12/2/10,39,1616,448.179904358203
593e-8dd3,5/5/09,63,1020,922.416
aea7-246a,9/5/09,69,1048,474.96
e52d-0c2f,6/6/11,116,1032,994.832
f125-036d,3/7/10,549,1032,5587.368
4dfa-65e8,8/20/10,26,1684,463.08
be49-a0af,11/6/09,516,1032,4014.728
0780-4348,3/22/07,1000,1032,11806.3731802421
7eee-5d15,1/4/11,27,1032,365.985852928288
0c6b-fc65,5/25/08,754,1032,6457.00998263128
6f4c-e76d,3/26/12,5,1032,30.888
ef4b-0a0c,12/19/09,93,1032,714.096
2984-127a,12/6/11,41,1048,800.6
3068-98b8,5/21/10,23,1048,213.352
5e11-1685,9/7/11,611,1032,5876.04
6ae0-c1e5,7/24/10,31,1288,340.776
a3ad-7c9c,6/19/09,776,1032,8305.94596716174
fa9e-e58d,9/5/09,132,1596,1685.60514678481
22ec-da01,5/2/12,2,1032,13.68
41bf-cbca,3/9/12,5,1020,49.44
5c96-69a9,12/20/08,452,1032,3380.792
7db6-a64f,8/6/09,37,1048,828.752
25f5-74fe,8/3/08,317,1032,2851.48
2c4a-d33c,10/17/08,389,1032,4855.05182139856
407e-6cac,1/20/11,35,2002,420.952
5a3f-1569,7/2/09,644,1032,4780.48
8eea-5ba1,3/18/12,67,1032,490.288
8ffe-0eb5,1/7/09,426,1032,3220.584
b9b2-00b6,1/14/09,745,1024,7431.68
064f-f1ca,1/1/11,7,1042,65.152
2786-38a8,12/3/08,115,1048,1471.632
2c9d-3b67,2/3/10,279,1066,1908.06273829036
32e9-648f,7/5/09,207,1032,2219.504
4220-f722,4/2/10,165,1960,1307.464
78c5-64a2,11/28/09,25,1146,655.122408134504
e95c-50a8,6/29/08,482,1032,5382.63496487271
ff55-79d6,3/16/11,216,1032,1482.264
07c0-6d9d,8/2/10,31,1596,336.608
32bd-73e7,6/28/07,556,1032,6248.368
7d55-2a46,7/12/08,242,1032,1850.42535960005
a086-05f9,12/3/10,106,1268,1001.61884752491
a17d-f261,11/10/08,403,1032,3358.128
be44-4350,1/1/12,22,1108,152.297969796109
dc6a-b969,6/7/09,325,1048,6468.656
fceb-6e7e,4/27/10,111,1032,959.288
15d8-225a,6/27/09,31,1032,287.344
26cc-81f4,11/12/10,169,1032,1465.84
29d2-0d7b,12/12/09,1171,1422,7283.93303990172
59f2-b7c1,11/25/09,137,1032,1266.704
e500-3c1a,2/23/10,268,1860,1989.296
e8a0-0251,2/3/11,164,1024,1030.928
f6b2-3a97,9/13/11,15,1410,271.792
1027-51d0,11/11/10,215,3482,1107.01895812694
3978-6687,8/8/11,4,1926,37.584
3bdc-32d2,10/21/11,131,1032,1737.248
40eb-9ff5,4/23/10,534,1032,8485.16
4cb4-f406,4/19/12,9,1596,60.44
8081-1163,1/15/12,10,1020,113.088
852d-5b39,4/24/08,699,1032,6193.83567628363
a086-35dc,9/10/11,109,1032,731.584
b076-45cc,9/30/07,287,1020,3915.78105141745
39f8-09e0,12/30/11,151,1032,894.832
4aac-a407,1/25/09,801,1032,6645.152
89de-28a6,7/15/09,315,1032,2621.736
2e06-1f64,12/18/09,190,1032,1965.552
5065-2e0d,10/8/09,102,1082,1159.84852273451
6304-b42a,4/8/09,62,1032,779.252855196125
6f66-34db,9/27/08,675,1032,7450.89463040191
79c3-f611,10/2/10,108,1032,881.008
7dd6-60bf,4/28/11,25,1032,339.890538704234
bb10-d66c,1/7/09,178,1032,1807.472
c13d-b541,7/6/08,290,1032,3556.50127389083
d337-6692,7/23/10,18,1024,309.496
da5c-46b4,9/8/10,69,1032,585.688
fa05-ef9f,1/29/10,111,1028,1296.496
1442-c8b9,12/13/08,189,1024,1968.904
44fb-a2eb,4/28/08,438,1032,3434.712
683b-d82c,2/21/09,32,1032,641.952
68ec-79b1,3/5/08,50,1048,2235.44
8369-71cb,6/4/11,25,1596,198.728
b628-6e75,1/7/10,335,1032,3071.216
28e1-69db,5/19/07,844,1032,9441.88
7552-41c3,1/13/12,5,5250,46.848
85d4-f2f5,8/17/09,24,1032,418.008
9798-e5b6,4/22/07,590,1032,4504.104
b67b-fbd7,6/13/08,1252,1032,12486.712
f487-1b65,1/9/10,59,1048,653.303253201666
fcbe-e006,6/7/09,511,1032,7340.608
005c-9cfc,12/21/11,7,1032,67.92
0452-d1a8,10/4/10,179,1032,1236.4
08b1-d95b,7/6/08,155,1024,1578.08159379553
1d78-421a,10/17/09,329,1276,2683.70480040883
320b-8676,1/26/12,20,1032,116.256
4504-3233,8/7/09,328,1032,3077.08
4b79-a016,8/3/10,22,1596,524.152
81fa-1e0b,8/22/09,18,1138,180.024
9f45-9c2c,2/28/11,665,1032,4362.936
b1e3-84b5,9/4/10,34,1112,529.424
e3ca-1456,7/23/11,50,1032,476.416
04a9-08c9,7/4/08,346,1032,2506.97353478821
347d-c162,4/28/11,7,1032,32.888
377d-b891,1/28/08,860,1032,7704.304
55d5-1217,9/6/08,350,1032,4270.49432729792
6481-99b5,8/29/09,213,1032,1501.072
7714-a0d6,7/10/09,521,1032,3171.104
e49f-84c6,9/10/11,57,1032,486.328
edf0-1484,8/22/10,167,1032,1572.608
f649-079d,6/16/09,480,1636,4723.168
f780-c1e2,3/25/10,99,1852,1535.136
0bde-c804,11/7/09,77,1024,741.44128437725
187a-6050,9/10/10,52,1032,784.296
3d90-90c0,6/20/10,47,1596,607.96
aa78-804f,6/18/10,77,1588,1116.24152465325
4e69-3079,9/25/11,17,1032,176.976
